i,player_name,player_id,avg_rank
23,Steffi Graf,200414,1.99994
0,Martina Navratilova,200293,2.16785
64,Serena Williams,200033,2.41284
38,Monica Seles,200652,5.25569
49,Lindsay Davenport,200128,5.53546
1,Chris Evert,200259,6.05048
57,Venus Williams,200748,6.5883
77,Maria Sharapova,201345,7.74918
99,Simona Halep,201594,9.28761
54,Martina Hingis,200001,9.66278
33,Arantxa Sanchez Vicario,200017,11.23334
110,Ashleigh Barty,202458,14.68484
4,Pam Shriver,200360,14.762
69,Kim Clijsters,200079,15.08303
67,Justine Henin,200003,15.08915
28,Gabriela Sabatini,200572,15.96323
94,Petra Kvitova,201520,16.21531
90,Caroline Wozniacki,201496,16.22951
37,Conchita Martinez,200049,18.97165
102,Karolina Pliskova,201662,20.22731
56,Amelie Mauresmo,200065,20.28216
85,Agnieszka Radwanska,201474,24.21362
8,Hana Mandlikova,200348,24.42499
88,Angelique Kerber,201493,24.60448
30,Jana Novotna,200539,24.62102
128,Iga Swiatek,216347,25.6442
124,Aryna Sabalenka,214544,25.73167
45,Jennifer Capriati,200077,26.77978
74,Svetlana Kuznetsova,201320,29.52205
84,Victoria Azarenka,201458,30.36434
11,Zina Garrison,200404,31.63285
20,Manuela Maleeva Fragniere,200401,32.61451
107,Garbine Muguruza,202469,32.99361
43,Mary Pierce,200096,33.07723
119,Naomi Osaka,211768,34.56287
109,Elina Svitolina,202494,35.24288
61,Elena Dementieva,200108,35.26237
78,Jelena Jankovic,201347,36.22514
15,Helena Sukova,200377,40.5374
108,Ons Jabeur,202460,41.52625
82,Ana Ivanovic,201421,42.32118
71,Na Li,201419,42.96154
76,Dinara Safina,201336,43.24352
18,Claudia Kohde Kilsch,200354,43.41351
29,Mary Joe Fernandez,200597,43.83941
106,Jessica Pegula,202468,45.05334
113,Maria Sakkari,206289,45.20456
100,Caroline Garcia,201614,47.04163
130,Cori Gauff,221103,50.40537
75,Vera Zvonareva,201329,50.51411
121,Sofia Kenin,213550,51.57027
52,Iva Majoli,200723,53.77958
42,Anke Huber,200081,53.81622
111,Anett Kontaveit,204426,54.78232
59,Anastasia Myskina,200772,55.72849
72,Samantha Stosur,201325,57.26513
127,Elena Rybakina,214981,57.58732
120,Paula Badosa,211651,57.95861
39,Kimiko Date Krumm,200617,60.29559
126,Bianca Andreescu,215370,61.16464
115,Barbora Krejcikova,206252,61.18375
3,Tracy Austin,200397,61.82832
65,Nadia Petrova,200069,63.44811
22,Gretchen Magers,200503,63.80025
2,Andrea Jaeger,200381,65.13898
27,Nathalie Tauziat,200097,65.58172
34,Amanda Coetzer,200064,67.51956
12,Kathy Jordan,200389,68.03028
104,Kiki Bertens,202428,68.39891
98,Sloane Stephens,201585,70.95182
32,Natalia Zvereva,200116,72.18669
123,Karolina Muchova,214096,74.49833
93,Sara Errani,201506,76.01787
125,Marketa Vondrousova,214954,76.65038
122,Daria Kasatkina,214082,77.68953
7,Jo Durie,200392,78.05995
81,Anna Chakvetadze,201403,78.54101
117,Jelena Ostapenko,211533,78.9964
6,Wendy Turnbull,200209,79.95064
66,Jelena Dokic,200120,80.98944
112,Belinda Bencic,202505,81.49456
129,Emma Raducanu,221054,81.55811
89,Dominika Cibulkova,201495,81.71933
60,Francesca Schiavone,201212,82.21314
9,Andrea Temesvari,200442,83.25216
116,Danielle Collins,203389,83.35038
47,Chanda Rubin,200039,85.26711
118,Veronika Kudermetova,206368,86.95544
5,Sylvia Hanika,200366,87.88417
105,Eugenie Bouchard,202446,89.47597
10,Bettina Bunge,200372,92.32877
73,Marion Bartoli,201294,93.128
114,Beatriz Haddad Maia,206242,93.74039
55,Patty Schnyder,200067,93.76564
103,Johanna Konta,202427,93.86263
70,Daniela Hantuchova,201290,95.80754
40,Magdalena Maleeva,200086,96.49463
16,Bonnie Gadusek,200373,97.39235
83,Lucie Safarova,201425,97.67651
26,Katerina Maleeva,200455,99.00441
95,Carla Suarez Navarro,201521,101.09764
13,Kathy Rinaldi Stunkel,200419,103.69361
68,Roberta Vinci,201311,103.70053
101,Madison Keys,201619,103.98827
21,Lisa Bonder Kreiss,200465,104.16577
97,Kristina Mladenovic,201540,106.49071
91,Julia Goerges,201504,106.52568
92,Kate Makarova,201505,107.66856
53,Barbara Schett,200032,109.77133
17,Carling Bassett Seguso,200423,111.67386
36,Julie Halard Decugis,200112,113.7769
24,Lori Mcneil,200428,114.37543
96,Coco Vandeweghe,201535,114.45442
14,Kathy Horvath,200585,114.67923
63,Flavia Pennetta,201355,114.81019
51,Ai Sugiyama,200085,115.81736
58,Anna Kournikova,200113,116.06082
46,Irina Spirlea,200051,117.16002
86,Timea Bacsinszky,201490,117.7535
62,Alicia Molik,200008,118.95067
79,Maria Kirilenko,201373,119.3946
50,Paola Suarez,200107,119.87227
87,Andrea Petkovic,201492,122.14037
80,Nicole Vaidisova,201400,122.34923
48,Dominique Monami,200080,122.58192
25,Stephanie Rehe,200664,122.98806
19,Barbara Potter,200375,122.99189
44,Karina Habsudova,200006,124.22922
31,Barbara Paulus,200604,126.91939
41,Sandrine Testud,200016,127.07687
35,Brenda Schultz Mccarthy,200554,130.02924
