i,player_name,player_id,avg_rank
240,Novak Djokovic,104925,2.98851
205,Roger Federer,103819,3.1662
139,Pete Sampras,101948,3.34326
117,Andre Agassi,101736,3.50861
231,Rafael Nadal,104745,3.7007
104,Boris Becker,101414,6.86187
72,Ivan Lendl,100656,7.08456
35,Jimmy Connors,100284,7.46838
65,John McEnroe,100581,8.58561
241,Andy Murray,104918,10.58738
97,Stefan Edberg,101222,11.53112
218,Andy Roddick,104053,12.01316
137,Michael Chang,102021,13.29766
34,Guillermo Vilas,100282,14.26073
163,Yevgeny Kafelnikov,102338,16.36635
131,Goran Ivanisevic,101964,17.67643
46,Bjorn Borg,100437,17.77212
78,Mats Wilander,101062,18.15052
220,David Ferrer,103970,20.11684
169,Tim Henman,102450,20.82217
69,Yannick Noah,100676,22.17867
212,David Nalbandian,103900,22.52863
235,Tomas Berdych,104607,23.13763
109,Thomas Muster,101404,23.84792
200,Lleyton Hewitt,103720,25.60536
230,Jo-Wilfried Tsonga,104542,27.66904
42,Vitas Gerulaitis,100342,28.28268
274,Alexander Zverev,100644,29.1149
214,Nikolay Davydenko,103786,29.9803
132,Jim Courier,101793,30.02894
141,Sergi Bruguera,101843,31.17541
179,Carlos Moya,102845,32.84643
247,Juan Martin del Potro,105223,32.8885
147,Richard Krajicek,101990,33.50914
133,Michael Stich,101529,34.11108
246,Marin Cilic,105227,35.82509
196,Marat Safin,103498,37.55256
267,Daniil Medvedev,106421,37.83336
173,Gustavo Kuerten,102856,37.90432
232,Stan Wawrinka,104527,38.7001
280,Stefanos Tsitsipas,126774,39.56333
202,Juan Carlos Ferrero,103507,39.86303
76,Andres Gomez,100653,42.45589
68,Jose Luis Clerc,100555,47.5297
266,Dominic Thiem,106233,47.64879
57,Gene Mayer,100428,47.86679
36,Harold Solomon,100286,48.36328
238,Gael Monfils,104792,48.6852
154,Patrick Rafter,102158,49.53947
121,Petr Korda,101434,50.16583
177,Tommy Haas,103163,52.34188
253,Kei Nishikori,105453,52.68513
30,Roscoe Tanner,100255,53.20577
158,Alex Corretja,102374,53.30844
166,Marcelo Rios,102701,54.65509
255,Milos Raonic,105683,56.30826
148,Thomas Enqvist,102358,56.52802
140,Wayne Ferreira,101965,56.67633
233,Richard Gasquet,104755,58.08285
87,Brad Gilbert,100763,59.10929
27,Eddie Dibbs,100232,59.17609
31,Brian Gottfried,100261,60.28336
150,Todd Martin,101774,64.11277
198,Fernando Gonzalez,103602,64.42602
21,Manuel Orantes,100174,64.71763
294,Carlos Alcaraz,207989,64.90484
251,John Isner,104545,65.89719
278,Andrey Rublev,126094,66.22132
209,Tommy Robredo,103990,69.16536
66,Eliot Teltscher,100586,71.91193
201,Guillermo Coria,103909,72.13527
191,Sebastien Grosjean,103206,72.42823
74,Tim Mayotte,100689,72.68727
15,Ilie Nastase,100119,73.58326
70,Johan Kriek,100532,74.49198
99,Emilio Sanchez,101142,76.10805
290,Casper Ruud,134770,76.31714
258,Grigor Dimitrov,105777,76.41802
47,Jose Higueras,100300,78.83315
91,Miloslav Mecir,101036,79.02897
208,James Blake,103484,83.58111
164,Albert Costa,102610,84.25821
260,David Goffin,105676,85.96761
237,Gilles Simon,104468,86.01527
193,Ivan Ljubicic,103344,86.34146
88,Guy Forget,101098,86.95967
9,Arthur Ashe,100074,88.92828
101,Aaron Krickstein,101381,89.5051
234,Robin Soderling,104417,89.56078
50,Wojtek Fibak,100280,89.79671
157,Andrei Medvedev,102446,91.05929
10,Tom Okker,100084,93.68233
2,Rod Laver,100029,93.7052
136,Cedric Pioline,101611,94.26935
149,Greg Rusedski,102257,94.35227
79,Anders Jarryd,100757,94.35617
86,Pat Cash,101138,95.55521
250,Roberto Bautista Agut,105138,97.41769
71,Kevin Curren,100529,98.4795
287,Matteo Berrettini,126610,99.66706
245,Kevin Anderson,104731,100.35378
293,Jannik Sinner,206173,102.81045
83,Joakim Nystrom,100893,104.10148
38,Raul Ramirez,100309,104.19901
170,Magnus Norman,102796,104.20385
224,Nicolas Almagro,104597,105.34046
176,Mark Philippoussis,102882,108.07653
16,Stan Smith,100126,109.97238
11,John Newcombe,100087,110.04302
217,Fernando Verdasco,104269,111.69447
286,Felix Auger Aliassime,200000,111.82212
0,Ken Rosewall,100016,112.08944
285,Hubert Hurkacz,128034,112.88651
84,Henri Leconte,100936,116.06595
207,Mikhail Youzhny,104022,118.56195
296,Holger Rune,208029,119.08873
263,Diego Schwartzman,106043,119.5465
106,Kent Carlsson,101426,119.55143
55,Peter Mcnamara,100383,121.16055
6,Marty Riessen,100060,123.15598
190,Gaston Gaudio,103292,123.47192
32,Sandy Mayer,100272,124.86772
279,Karen Khachanov,111575,125.94061
283,Taylor Fritz,126203,127.25973
145,Marc Rosset,101820,127.83282
3,Nikola Pilic,100037,127.90421
277,Cameron Norrie,111815,127.93893
174,Thomas Johansson,102563,128.06081
1,Roy Emerson,100022,128.43804
80,Jimmy Arias,101061,128.44863
151,Alberto Berasategui,102238,128.66082
5,Roger Taylor,100058,130.8199
95,Martin Jaite,101073,130.85084
262,Pablo Carreno Busta,105807,130.85961
29,Paolo Bertolucci,100249,131.37445
13,Jan Kodes,100113,132.13258
178,Rainer Schuettler,102783,133.7966
12,Alex Metreveli,100092,135.85017
172,Jiri Novak,102562,136.91336
243,Fabio Fognini,104926,138.35363
17,Tom Gorman,100127,138.83208
18,Cliff Richey,100128,140.19798
22,Karl Meiler,100179,141.7705
26,Dick Stockton,100229,142.95476
119,Magnus Gustafsson,101320,143.59478
185,Nicolas Kiefer,103017,145.69884
165,Felix Mantilla,102456,146.12163
51,Victor Pecci,100395,146.70666
159,Jonas Bjorkman,102035,148.68277
180,Guillermo Canas,103084,149.20271
155,Karol Kucera,102344,150.1869
222,Janko Tipsarevic,104386,151.01719
37,Corrado Barazzutti,100297,156.51615
4,Cliff Drysdale,100055,156.9629
93,Jakob Hlasek,101084,157.15684
289,Denis Shapovalov,133430,158.47948
226,Marcos Baghdatis,104571,160.45176
107,Andrei Chesnokov,101230,160.47128
186,Paradorn Srichaphan,103387,160.65738
89,Henrik Sundstrom,101013,161.34332
44,Brian Teacher,100360,161.83264
103,Karel Novacek,101120,162.66421
284,Tommy Paul,126205,162.74993
219,Mardy Fish,103888,163.51243
282,Frances Tiafoe,126207,164.93886
25,Adriano Panatta,100214,167.31679
187,Radek Stepanek,103285,168.05428
8,Mark Cox,100073,168.87072
213,Mario Ancic,104339,169.73041
161,Nicolas Lapentti,102839,170.2973
54,Peter Fleming,100362,171.96455
